anime_id,Name,Score,Genres,Episodes_Count,Status,Licensors,Source,Duration,Rating,Rank,class,Episodes
490,Paniponi Dash!,7.43,Comedy,26,Finished Airing,ADV Films,Manga,24 min per ep,PG-13 - Teens 13 or older,1974,0,Short
492,Armitage III: Dual-Matrix,6.81,"Action, Adventure, Sci-Fi",1,Finished Airing,Funimation,Original,1 hr 30 min,R+ - Mild Nudity,4788,0,Short
493,Armitage III: Poly-Matrix,7.05,"Action, Adventure, Romance, Sci-Fi",1,Finished Airing,Funimation,Original,1 hr 32 min,R+ - Mild Nudity,3743,0,Short
495,Bakuretsu Hunters,6.66,"Adventure, Comedy, Fantasy, Supernatural, Ecchi",26,Finished Airing,ADV Films,Manga,23 min per ep,R - 17+ (violence & profanity),5507,0,Short
496,Kamui no Ken,6.61,"Adventure, Drama, Fantasy",1,Finished Airing,AnimEigo,Novel,2 hr 12 min,PG-13 - Teens 13 or older,5810,0,Short
498,Haja Taisei Dangaiou,6.08,"Action, Adventure, Sci-Fi",3,Finished Airing,VIZ Media,Original,45 min per ep,PG-13 - Teens 13 or older,8464,0,Short
499,Makai Toshi Shinjuku,6.15,"Adventure, Horror, Romance, Supernatural",1,Finished Airing,Central Park Media,Novel,1 hr 19 min,R - 17+ (violence & profanity),8114,0,Short
504,Fatal Fury: The Motion Picture,6.56,"Action, Adventure, Drama, Romance",1,Finished Airing,VIZ Media,Game,1 hr 36 min,R+ - Mild Nudity,6029,0,Short
506,Glass no Kamen,7.35,"Drama, Romance",23,Finished Airing,Maiden Japan,Manga,24 min per ep,PG-13 - Teens 13 or older,2270,0,Short
507,Gravitation: Lyrics of Love,6.9,"Boys Love, Comedy",2,Finished Airing,Nozomi Entertainment,Manga,26 min per ep,R - 17+ (violence & profanity),4380,0,Short
508,Tottoko Hamtarou,6.99,"Adventure, Comedy",296,Finished Airing,VIZ Media,Manga,25 min per ep,G - All Ages,4051,0,Long
509,I My Me! Strawberry Eggs,6.76,"Comedy, Drama, Romance",13,Finished Airing,Geneon Entertainment USA,Original,25 min per ep,PG-13 - Teens 13 or older,5061,0,Short
512,Majo no Takkyuubin,8.22,"Adventure, Award Winning, Comedy, Drama, Fantasy",1,Finished Airing,Disney Platform Distribution,Novel,1 hr 43 min,G - All Ages,323,1,Short
513,Tenkuu no Shiro Laputa,8.26,"Adventure, Award Winning, Fantasy, Romance, Sci-Fi",1,Finished Airing,Disney Platform Distribution,Original,2 hr 4 min,PG - Children,286,1,Short
514,Cossette no Shouzou,6.79,"Drama, Horror, Romance, Supernatural",3,Finished Airing,Sentai Filmworks,Original,36 min per ep,R - 17+ (violence & profanity),4898,0,Short
516,Keroro Gunsou,7.69,"Comedy, Sci-Fi",358,Finished Airing,ADV Films,Manga,23 min per ep,PG-13 - Teens 13 or older,1161,0,Long
517,School Rumble: Ichi Gakki Hoshuu,7.71,"Comedy, Romance",2,Finished Airing,Funimation,Manga,25 min per ep,PG-13 - Teens 13 or older,1129,0,Short
519,Mahoraba: Heartful days,7.29,"Comedy, Drama, Romance",26,Finished Airing,Discotek Media,Manga,23 min per ep,PG-13 - Teens 13 or older,2568,0,Short
521,Mermaid Melody Pichi Pichi Pitch,7.15,"Adventure, Comedy, Romance",52,Finished Airing,ADV Films,Manga,24 min per ep,PG - Children,3279,0,Medium
522,Metropolis,7.52,"Adventure, Drama, Romance, Sci-Fi",1,Finished Airing,Sony Pictures Entertainment,Manga,1 hr 49 min,PG-13 - Teens 13 or older,1666,0,Short
523,Tonari no Totoro,8.25,"Adventure, Award Winning, Supernatural",1,Finished Airing,Disney Platform Distribution,Original,1 hr 26 min,G - All Ages,287,1,Short
524,Onegai☆Twins: Natsu wa Owaranai,7,"Comedy, Drama, Romance",1,Finished Airing,Nozomi Entertainment,Original,25 min,R+ - Mild Nudity,3978,0,Short
525,Otogizoushi,6.92,"Adventure, Drama, Fantasy",26,Finished Airing,Media Blasters,Original,23 min per ep,PG-13 - Teens 13 or older,4328,0,Short
526,Boku no Chikyuu wo Mamotte,7.09,"Drama, Sci-Fi",6,Finished Airing,VIZ Media,Manga,30 min per ep,PG-13 - Teens 13 or older,3601,0,Short
527,Pokemon,7.37,"Action, Adventure, Comedy, Fantasy",276,Finished Airing,VIZ Media,Game,24 min per ep,PG - Children,2205,0,Long
528,Pokemon Movie 01: Mewtwo no Gyakushuu,7.64,"Action, Adventure, Award Winning, Comedy, Drama, Fantasy",1,Finished Airing,4Kids Entertainment,Game,1 hr 25 min,PG - Children,1286,0,Short
529,Saishuu Heiki Kanojo,7.14,"Drama, Romance, Sci-Fi",13,Finished Airing,VIZ Media,Manga,24 min per ep,R - 17+ (violence & profanity),3358,0,Short
530,Bishoujo Senshi Sailor Moon,7.73,"Fantasy, Romance",46,Finished Airing,ADV Films,Manga,24 min per ep,PG-13 - Teens 13 or older,1063,0,Short
532,Bishoujo Senshi Sailor Moon S,7.89,"Fantasy, Romance",38,Finished Airing,VIZ Media,Manga,24 min per ep,PG-13 - Teens 13 or older,739,0,Short
534,Slayers,7.73,"Adventure, Comedy, Fantasy",26,Finished Airing,Funimation,Light novel,22 min per ep,PG-13 - Teens 13 or older,1079,0,Short
535,Slayers Next,8.02,"Adventure, Comedy, Fantasy",26,Finished Airing,Funimation,Light novel,24 min per ep,PG-13 - Teens 13 or older,560,1,Short
536,Slayers: The Motion Picture,7.27,"Adventure, Comedy, Fantasy",1,Finished Airing,ADV Films,Light novel,1 hr 4 min,PG-13 - Teens 13 or older,2676,0,Short
537,Tekken,5.27,"Action, Adventure, Sci-Fi",2,Finished Airing,ADV Films,Game,28 min per ep,R - 17+ (violence & profanity),11411,0,Short
538,Shin Tenchi Muyou!,6.87,"Comedy, Romance, Sci-Fi",26,Finished Airing,Funimation,Original,23 min per ep,PG-13 - Teens 13 or older,4545,0,Short
539,Tenchi Muyou! Ryououki,7.61,"Action, Comedy, Sci-Fi",6,Finished Airing,Funimation,Original,29 min per ep,R+ - Mild Nudity,1349,0,Short
540,Tenchi Muyou! Ryououki 2nd Season,7.63,"Action, Comedy, Sci-Fi",6,Finished Airing,Funimation,Original,33 min per ep,R+ - Mild Nudity,1304,0,Short
541,Tenchi Muyou! Ryououki 3rd Season,7.27,"Action, Comedy, Sci-Fi",6,Finished Airing,Funimation,Original,30 min per ep,R+ - Mild Nudity,2676,0,Short
543,Vampire Hunter D (2000),7.91,"Action, Drama, Fantasy, Horror, Romance, Sci-Fi",1,Finished Airing,Discotek Media,Light novel,1 hr 42 min,R - 17+ (violence & profanity),701,0,Short
544,Venus Senki,6.77,"Action, Adventure, Sci-Fi",1,Finished Airing,Central Park Media,Manga,1 hr 43 min,PG-13 - Teens 13 or older,4968,0,Short
552,Digimon Adventure,7.77,"Action, Adventure, Comedy, Fantasy",54,Finished Airing,Discotek Media,Other,24 min per ep,PG - Children,973,0,Medium
553,Yami no Matsuei,7.03,"Boys Love, Comedy, Drama, Fantasy, Horror",13,Finished Airing,Central Park Media,Manga,23 min per ep,R - 17+ (violence & profanity),3862,0,Short
554,Koutetsu Tenshi Kurumi,6.75,"Action, Adventure, Comedy, Drama, Romance",24,Finished Airing,ADV Films,Original,15 min per ep,R+ - Mild Nudity,5088,0,Short
555,Koutetsu Tenshi Kurumi 2,6.27,"Comedy, Girls Love, Sci-Fi",12,Finished Airing,ADV Films,Original,15 min per ep,R+ - Mild Nudity,7543,0,Short
557,Koutetsu Tenshi Kurumi Encore,6.65,"Comedy, Romance, Sci-Fi",4,Finished Airing,ADV Films,Original,15 min per ep,R+ - Mild Nudity,5596,0,Short
559,RahXephon: Kansoukyoku/Kanojo to Kanojo Jishin to - Thatness and Thereness,6.27,"Drama, Sci-Fi",1,Finished Airing,Sentai Filmworks,Original,15 min,PG-13 - Teens 13 or older,7557,0,Short
561,Sakura Taisen,6.86,"Action, Adventure, Sci-Fi",25,Finished Airing,ADV Films,Game,24 min per ep,PG-13 - Teens 13 or older,4599,0,Short
563,DNA²,6.65,"Comedy, Romance, Sci-Fi",12,Finished Airing,Central Park Media,Manga,23 min per ep,PG-13 - Teens 13 or older,5580,0,Short
564,Puni Puni☆Poemii,6.52,"Comedy, Sci-Fi",2,Finished Airing,ADV Films,Original,30 min per ep,R+ - Mild Nudity,6244,0,Short
565,Steamboy,7.32,"Action, Adventure, Drama, Sci-Fi",1,Finished Airing,Sony Pictures Entertainment,Original,2 hr 6 min,PG-13 - Teens 13 or older,2443,0,Short
566,Tetsuwan Birdy,7.08,"Action, Comedy, Sci-Fi",4,Finished Airing,Central Park Media,Manga,33 min per ep,PG-13 - Teens 13 or older,3641,0,Short
567,The Big O,7.53,"Action, Mystery, Sci-Fi",26,Finished Airing,Bandai Entertainment,Original,24 min per ep,PG-13 - Teens 13 or older,1631,0,Short
568,Bubblegum Crisis Tokyo 2040,7.09,"Adventure, Sci-Fi",26,Finished Airing,ADV Films,Original,24 min per ep,R - 17+ (violence & profanity),3602,0,Short
569,Musekinin Kanchou Tylor,7.86,"Comedy, Sci-Fi",26,Finished Airing,Nozomi Entertainment,Light novel,23 min per ep,PG-13 - Teens 13 or older,799,0,Short
571,Moldiver,6.32,"Action, Romance, Sci-Fi",6,Finished Airing,Geneon Entertainment USA,Original,29 min per ep,PG-13 - Teens 13 or older,7294,0,Short
573,Saber Marionette J,7.37,"Action, Adventure, Comedy, Drama, Romance, Sci-Fi",25,Finished Airing,Bandai Entertainment,Original,25 min per ep,PG-13 - Teens 13 or older,2208,0,Short
574,Rean no Tsubasa,5.61,"Award Winning, Fantasy, Sci-Fi",6,Finished Airing,Bandai Entertainment,Novel,24 min per ep,PG-13 - Teens 13 or older,10423,0,Short
576,Magikano,6.31,"Comedy, Fantasy, Romance",13,Finished Airing,ADV Films,Manga,24 min per ep,PG-13 - Teens 13 or older,7316,0,Short
577,Kagi Hime Monogatari: Eikyuu Alice Rondo,6.12,Fantasy,13,Finished Airing,Discotek Media,Manga,24 min per ep,PG-13 - Teens 13 or older,8267,0,Short
579,Battle Programmer Shirase,6.9,"Comedy, Sci-Fi, Ecchi",15,Finished Airing,Maiden Japan,Original,12 min per ep,PG-13 - Teens 13 or older,4376,0,Short
581,Honoo no Labyrinth,6.2,"Adventure, Comedy, Ecchi",2,Finished Airing,Central Park Media,Original,32 min per ep,R+ - Mild Nudity,7882,0,Short
584,Noein: Mou Hitori no Kimi e,7.57,"Adventure, Drama, Sci-Fi",24,Finished Airing,Funimation,Original,25 min per ep,PG-13 - Teens 13 or older,1456,0,Short
585,Mimi wo Sumaseba,8.22,"Drama, Romance",1,Finished Airing,Disney Platform Distribution,Manga,1 hr 51 min,G - All Ages,325,1,Short
586,Ayakashi: Japanese Classic Horror,7.39,"Fantasy, Horror, Mystery",11,Finished Airing,Discotek Media,Other,23 min per ep,R - 17+ (violence & profanity),2120,0,Short
587,Hanbun no Tsuki ga Noboru Sora,7.47,"Comedy, Drama, Romance",6,Finished Airing,Nozomi Entertainment,Light novel,24 min per ep,PG-13 - Teens 13 or older,1807,0,Short
588,Itsudatte My Santa!,5.89,"Comedy, Fantasy, Romance, Ecchi",2,Finished Airing,Funimation,Manga,28 min per ep,R+ - Mild Nudity,9345,0,Short
590,Kage kara Mamoru!,6.58,"Comedy, Romance",12,Finished Airing,Sentai Filmworks,Light novel,24 min per ep,PG-13 - Teens 13 or older,5956,0,Short
593,Mugen no Ryvius,7.43,"Award Winning, Drama, Sci-Fi",26,Finished Airing,Bandai Entertainment,Original,23 min per ep,PG-13 - Teens 13 or older,1968,0,Short
595,X OVA,6.78,"Drama, Fantasy, Mystery, Romance, Supernatural",1,Finished Airing,Funimation,Manga,22 min,PG-13 - Teens 13 or older,4960,0,Short
596,Chobits: Chibits,6.97,"Comedy, Romance",1,Finished Airing,Funimation,Manga,6 min,PG-13 - Teens 13 or older,4108,0,Short
598,Jinzou Ningen Kikaider The Animation,6.96,"Action, Drama, Sci-Fi",13,Finished Airing,Bandai Entertainment,Other,23 min per ep,PG-13 - Teens 13 or older,4132,0,Short
601,Nekojiru-sou,7.32,"Avant Garde, Award Winning, Comedy",1,Finished Airing,Central Park Media,Manga,32 min,PG-13 - Teens 13 or older,2432,0,Short
602,KO Seiki Beast Sanjuushi,6.54,"Action, Adventure, Comedy, Fantasy, Supernatural",7,Finished Airing,Nozomi Entertainment,Original,27 min per ep,PG-13 - Teens 13 or older,6136,0,Short
603,Futari wa Precure,7.08,"Action, Comedy, Fantasy",49,Finished Airing,4Kids Entertainment,Original,24 min per ep,G - All Ages,3621,0,Short
604,Mahou no Stage Fancy Lala,7.18,"Comedy, Drama, Romance",26,Finished Airing,Bandai Entertainment,Original,24 min per ep,G - All Ages,3130,0,Short
605,Tenshi ni Narumon!,6.95,"Comedy, Fantasy, Romance",26,Finished Airing,Synch-Point,Original,23 min per ep,PG-13 - Teens 13 or older,4167,0,Short
606,Kazemakase Tsukikage Ran,7.16,"Adventure, Comedy",13,Finished Airing,Bandai Entertainment,Original,24 min per ep,PG-13 - Teens 13 or older,3243,0,Short
608,Sakura Taisen: Katsudou Shashin,6.42,"Adventure, Sci-Fi",1,Finished Airing,Funimation,Game,1 hr 25 min,PG-13 - Teens 13 or older,6784,0,Short
609,Saishuu Heiki Kanojo: Another Love Song,7.06,"Drama, Romance, Sci-Fi",2,Finished Airing,VIZ Media,Manga,30 min per ep,R+ - Mild Nudity,3704,0,Short
610,Popotan,6.26,"Comedy, Drama, Supernatural, Ecchi",12,Finished Airing,Sentai Filmworks,Visual novel,24 min per ep,R+ - Mild Nudity,7601,0,Short
615,Nurse Witch Komugi-chan Magikarte,6.64,Comedy,5,Finished Airing,ADV Films,Original,24 min per ep,PG-13 - Teens 13 or older,5622,0,Short
617,Juubee Ninpuuchou,7.61,"Adventure, Fantasy, Horror, Romance, Supernatural",1,Finished Airing,Sentai Filmworks,Original,1 hr 31 min,R+ - Mild Nudity,1365,0,Short
618,Juubee Ninpuuchou: Ryuuhougyoku-hen,6.67,"Adventure, Horror, Supernatural",13,Finished Airing,Discotek Media,Original,24 min per ep,R - 17+ (violence & profanity),5506,0,Short
620,Takahashi Rumiko Gekijou Ningyo no Mori,7.02,"Drama, Fantasy, Horror, Mystery",13,Finished Airing,Geneon Entertainment USA,Manga,24 min per ep,R - 17+ (violence & profanity),3919,0,Short
621,Night Walker: Mayonaka no Tantei,6.92,"Action, Horror, Mystery",12,Finished Airing,Central Park Media,Visual novel,25 min per ep,R+ - Mild Nudity,4325,0,Short
623,Shichinin no Nana,6.84,"Adventure, Comedy, Romance",25,Finished Airing,Media Blasters,Manga,24 min per ep,PG-13 - Teens 13 or older,4678,0,Short
624,Mouse,5.98,"Action, Comedy, Ecchi",12,Finished Airing,Media Blasters,Manga,14 min per ep,R+ - Mild Nudity,8921,0,Short
629,Mahoutsukai Tai!,7.06,"Comedy, Fantasy, Romance, Sci-Fi",6,Finished Airing,Nozomi Entertainment,Original,28 min per ep,PG-13 - Teens 13 or older,3695,0,Short
634,Koi Kaze,7.04,"Drama, Romance",13,Finished Airing,Geneon Entertainment USA,Manga,24 min per ep,R - 17+ (violence & profanity),3800,0,Short
635,Juubee-chan: Lovely Gantai no Himitsu,6.69,"Action, Adventure, Comedy, Drama",13,Finished Airing,Bandai Entertainment,Original,25 min per ep,PG-13 - Teens 13 or older,5382,0,Short
636,Juubee-chan 2: Siberia Yagyuu no Gyakushuu,6.86,"Action, Adventure, Comedy, Drama",13,Finished Airing,Media Blasters,Original,25 min per ep,PG-13 - Teens 13 or older,4585,0,Short
649,Hanaukyou Maid-tai: La Verite,6.76,"Comedy, Romance, Ecchi",12,Finished Airing,Sentai Filmworks,Manga,23 min per ep,R+ - Mild Nudity,5056,0,Short
650,Gunsmith Cats,7.35,"Action, Comedy",3,Finished Airing,ADV Films,Manga,29 min per ep,PG-13 - Teens 13 or older,2271,0,Short
652,Galaxy Angel Z,7.19,"Comedy, Sci-Fi",9,Finished Airing,Nozomi Entertainment,Original,24 min per ep,PG - Children,3089,0,Short
653,Galaxy Angel 3,7.3,"Comedy, Sci-Fi",26,Finished Airing,Nozomi Entertainment,Original,24 min per ep,PG - Children,2533,0,Short
655,Galaxy Angel 4,7.22,"Comedy, Sci-Fi",13,Finished Airing,Bandai Entertainment,Game,24 min per ep,PG - Children,2931,0,Short
656,Air in Summer,7.29,"Comedy, Drama, Romance, Supernatural",2,Finished Airing,ADV Films,Visual novel,24 min per ep,PG-13 - Teens 13 or older,2542,0,Short
659,Azumanga Daiou: Gekijou Tanpen,7.03,Comedy,1,Finished Airing,ADV Films,4-koma manga,6 min,PG-13 - Teens 13 or older,3868,0,Short
665,JoJo no Kimyou na Bouken: Adventure,7.21,"Adventure, Drama, Fantasy, Horror, Supernatural",7,Finished Airing,Super Techno Arts,Manga,30 min per ep,R+ - Mild Nudity,3001,0,Short
666,JoJo no Kimyou na Bouken,7.44,"Adventure, Drama, Fantasy, Horror, Supernatural",6,Finished Airing,Super Techno Arts,Manga,35 min per ep,R+ - Mild Nudity,1909,0,Short
667,Kashimashi: Girl Meets Girl,6.63,"Comedy, Drama, Girls Love, Romance",12,Finished Airing,Media Blasters,Manga,24 min per ep,PG-13 - Teens 13 or older,5690,0,Short
668,Koi Koi 7,5.76,"Comedy, Romance",13,Finished Airing,Discotek Media,Manga,25 min per ep,R+ - Mild Nudity,9839,0,Short
669,Kujibiki Unbalance,6.08,"Comedy, Romance",3,Finished Airing,Media Blasters,Other,25 min per ep,PG-13 - Teens 13 or older,8468,0,Short
678,Shadow Skill: Eigi,7.07,"Adventure, Drama, Fantasy",26,Finished Airing,ADV Films,Manga,25 min per ep,PG-13 - Teens 13 or older,3687,0,Short
679,Shadow Skill (1996),6.54,"Adventure, Drama, Fantasy",3,Finished Airing,Manga Entertainment,Manga,30 min per ep,R - 17+ (violence & profanity),6154,0,Short
682,Otogi Story Tenshi no Shippo,6.53,"Comedy, Fantasy, Romance",12,Finished Airing,Bandai Entertainment,Original,22 min per ep,PG-13 - Teens 13 or older,6209,0,Short
687,Tokyo Mew Mew,7.08,"Fantasy, Romance, Sci-Fi",52,Finished Airing,4Kids Entertainment,Manga,24 min per ep,PG-13 - Teens 13 or older,3642,0,Medium
688,Uta∽Kata,6.73,Drama,12,Finished Airing,Sentai Filmworks,Original,23 min per ep,PG-13 - Teens 13 or older,5174,0,Short
689,Uta∽Kata: Shotou no Futanatsu,6.87,Drama,1,Finished Airing,Sentai Filmworks,Original,24 min,PG-13 - Teens 13 or older,4552,0,Short
690,Kyuuketsuhime Miyu (TV),7.16,"Action, Drama, Horror",26,Finished Airing,Tokyopop,Manga,25 min per ep,R - 17+ (violence & profanity),3245,0,Short
691,Yawara!,7.5,"Comedy, Drama, Romance, Sports",124,Finished Airing,AnimEigo,Manga,25 min per ep,PG-13 - Teens 13 or older,1723,0,Long
693,Burn Up Scramble,6.15,"Action, Comedy, Drama, Mystery, Sci-Fi, Ecchi",12,Finished Airing,Geneon Entertainment USA,Original,24 min per ep,R - 17+ (violence & profanity),8094,0,Short
696,Tenchi Muyou!,7.42,"Comedy, Romance, Sci-Fi",26,Finished Airing,Funimation,Original,23 min per ep,PG-13 - Teens 13 or older,1993,0,Short
706,Comic Party Revolution,6.49,"Comedy, Drama",13,Finished Airing,ADV Films,Visual novel,24 min per ep,PG-13 - Teens 13 or older,6449,0,Short
707,Comic Party Specials,6.35,"Comedy, Drama",4,Finished Airing,Nozomi Entertainment,Visual novel,7 min per ep,PG-13 - Teens 13 or older,7125,0,Short
713,Air Movie,7.22,"Drama, Romance, Supernatural",1,Finished Airing,ADV Films,Visual novel,1 hr 31 min,PG-13 - Teens 13 or older,2919,0,Short
715,Yume de Aetara,6.33,"Comedy, Drama, Romance, Ecchi",3,Finished Airing,Media Blasters,Manga,27 min per ep,PG-13 - Teens 13 or older,7244,0,Short
718,Yume de Aetara (TV),6.34,"Comedy, Drama, Romance, Slice of Life",16,Finished Airing,Media Blasters,Manga,7 min per ep,R+ - Mild Nudity,7178,0,Short
721,Princess Tutu,8.13,"Comedy, Drama, Fantasy, Mystery, Romance",38,Finished Airing,ADV Films,Original,16 min per ep,PG-13 - Teens 13 or older,430,1,Short
738,MÄR,7.25,"Action, Adventure, Comedy, Fantasy",102,Finished Airing,VIZ Media,Manga,24 min per ep,PG-13 - Teens 13 or older,2790,0,Long
740,Bishoujo Senshi Sailor Moon R,7.72,"Fantasy, Romance",43,Finished Airing,ADV Films,Manga,24 min per ep,PG-13 - Teens 13 or older,1096,0,Short
743,Umi ga Kikoeru,6.54,"Drama, Romance",1,Finished Airing,GKIDS,Novel,1 hr 12 min,PG-13 - Teens 13 or older,6163,0,Short
744,Trouble Chocolate,6.5,"Comedy, Romance, Sci-Fi",20,Finished Airing,VIZ Media,Radio,23 min per ep,G - All Ages,6360,0,Short
758,RahXephon: Tagen Hensoukyoku,7,"Action, Drama, Romance, Sci-Fi",1,Finished Airing,ADV Films,Original,2 hr,PG-13 - Teens 13 or older,3980,0,Short
759,Tokyo Godfathers,8.27,"Award Winning, Comedy, Drama",1,Finished Airing,Sony Pictures Entertainment,Original,1 hr 32 min,PG-13 - Teens 13 or older,269,1,Short
767,Burn Up!,6.08,"Action, Comedy, Sci-Fi, Ecchi",1,Finished Airing,ADV Films,Original,45 min,R+ - Mild Nudity,8458,0,Short
769,Burn Up! W,6.39,"Action, Comedy, Sci-Fi, Ecchi",4,Finished Airing,ADV Films,Original,26 min per ep,R+ - Mild Nudity,6912,0,Short
773,Tenamonya Voyagers,6.19,"Adventure, Comedy, Sci-Fi, Ecchi",4,Finished Airing,Bandai Entertainment,Original,30 min per ep,PG-13 - Teens 13 or older,7933,0,Short
776,Nanaka 6/17,6.6,"Comedy, Drama, Romance, Slice of Life",12,Finished Airing,ADV Films,Manga,25 min per ep,PG-13 - Teens 13 or older,5838,0,Short
777,Hellsing Ultimate,8.35,"Action, Horror, Supernatural",10,Finished Airing,Funimation,Manga,49 min per ep,R - 17+ (violence & profanity),208,1,Short
779,Detective Conan Movie 01: The Timed Skyscraper,7.85,"Adventure, Comedy, Mystery",1,Finished Airing,Funimation,Manga,1 hr 34 min,PG-13 - Teens 13 or older,814,0,Short
782,Gasaraki,6.64,"Drama, Supernatural",25,Finished Airing,ADV Films,Original,25 min per ep,PG-13 - Teens 13 or older,5650,0,Short
783,Miami Guns,6.55,"Comedy, Ecchi",13,Finished Airing,AN Entertainment,Manga,24 min per ep,R - 17+ (violence & profanity),6063,0,Short
785,Otaku no Video,7.12,"Comedy, Drama, Sci-Fi",2,Finished Airing,AnimEigo,Other,48 min per ep,R+ - Mild Nudity,3437,0,Short
788,Eiken: Eikenbu yori Ai wo Komete,4.31,"Comedy, Ecchi",2,Finished Airing,Media Blasters,Manga,30 min per ep,R+ - Mild Nudity,12548,0,Short
789,Shinigami no Ballad.,6.89,"Drama, Fantasy, Supernatural",6,Finished Airing,Maiden Japan,Light novel,24 min per ep,PG-13 - Teens 13 or older,4455,0,Short
790,Ergo Proxy,7.9,"Mystery, Sci-Fi",23,Finished Airing,Funimation,Original,25 min per ep,R - 17+ (violence & profanity),732,0,Short
791,Arion,6.13,"Action, Adventure, Drama, Fantasy",1,Finished Airing,Discotek Media,Manga,1 hr 59 min,R+ - Mild Nudity,8226,0,Short
792,Ranma ½: Kessen Tougenkyou! Hanayome wo Torimodose!,7.41,"Adventure, Comedy",1,Finished Airing,VIZ Media,Manga,1 hr,PG-13 - Teens 13 or older,2052,0,Short
793,xxxHOLiC Movie: Manatsu no Yoru no Yume,7.93,"Comedy, Drama, Mystery, Supernatural",1,Finished Airing,Funimation,Manga,1 hr,PG-13 - Teens 13 or older,679,0,Short
795,Oniisama e...,7.83,"Drama, Girls Love",39,Finished Airing,Discotek Media,Manga,25 min per ep,PG-13 - Teens 13 or older,863,0,Short
800,NieA Under 7,6.87,"Comedy, Sci-Fi, Slice of Life",13,Finished Airing,Discotek Media,Original,23 min per ep,PG-13 - Teens 13 or older,4536,0,Short
801,Koukaku Kidoutai: Stand Alone Complex 2nd GIG,8.52,"Action, Mystery, Sci-Fi",26,Finished Airing,Bandai Entertainment,Manga,25 min per ep,R - 17+ (violence & profanity),115,1,Short
807,Tsubasa Chronicle: Tori Kago no Kuni no Himegimi,7.3,"Action, Adventure, Drama, Fantasy",1,Finished Airing,Funimation,Manga,35 min,PG-13 - Teens 13 or older,2520,0,Short
808,Bakuretsu Hunters OVA,6.45,"Action, Adventure, Comedy, Fantasy, Romance, Ecchi",3,Finished Airing,ADV Films,Manga,28 min per ep,R+ - Mild Nudity,6598,0,Short
812,Chikyuu Shoujo Arjuna,6.78,"Adventure, Drama, Sci-Fi",13,Finished Airing,Bandai Entertainment,Original,26 min per ep,PG-13 - Teens 13 or older,4923,0,Short
813,Dragon Ball Z,8.16,"Action, Adventure, Comedy, Fantasy",291,Finished Airing,Funimation,Manga,24 min per ep,PG-13 - Teens 13 or older,392,1,Long
816,Nanako Kaitai Shinsho,5.5,"Comedy, Sci-Fi",6,Finished Airing,Geneon Entertainment USA,Original,27 min per ep,R+ - Mild Nudity,10770,0,Short
818,Sakura Tsuushin,6.14,"Comedy, Drama, Romance, Slice of Life",12,Finished Airing,ADV Films,Manga,21 min per ep,R+ - Mild Nudity,8184,0,Short
820,Ginga Eiyuu Densetsu,9.02,"Drama, Sci-Fi",110,Finished Airing,Sentai Filmworks,Novel,26 min per ep,R - 17+ (violence & profanity),12,1,Long
822,Initial D Extra Stage,7.31,"Action, Drama",2,Finished Airing,Funimation,Manga,27 min per ep,R+ - Mild Nudity,2483,0,Short
831,Chicchana Yukitsukai Sugar,7.08,"Comedy, Fantasy",24,Finished Airing,Sentai Filmworks,Original,24 min per ep,PG - Children,3616,0,Short
833,Choujuushin Gravion,6.37,"Action, Comedy, Sci-Fi",13,Finished Airing,ADV Films,Original,23 min per ep,PG-13 - Teens 13 or older,7039,0,Short
836,Sister Princess,6.41,"Comedy, Drama, Romance",26,Finished Airing,ADV Films,Light novel,23 min per ep,PG-13 - Teens 13 or older,6848,0,Short
838,Narutaru: Mukuro Naru Hoshi Tama Taru Ko,5.99,"Drama, Suspense",13,Finished Airing,Central Park Media,Manga,24 min per ep,R - 17+ (violence & profanity),8899,0,Short
840,Narue no Sekai,6.52,"Comedy, Romance, Sci-Fi",12,Finished Airing,ADV Films,Manga,24 min per ep,PG-13 - Teens 13 or older,6236,0,Short
841,Colorful,5.94,"Comedy, Slice of Life, Ecchi",16,Finished Airing,ADV Films,Manga,6 min per ep,R+ - Mild Nudity,9099,0,Short
842,Ushio to Tora,7.14,"Action, Comedy, Horror",10,Finished Airing,ADV Films,Manga,30 min per ep,PG-13 - Teens 13 or older,3366,0,Short
845,Kiba,7.28,"Adventure, Fantasy",51,Finished Airing,ADV Films,Original,24 min per ep,PG-13 - Teens 13 or older,2626,0,Medium
846,School Rumble Ni Gakki,7.99,"Comedy, Romance",26,Finished Airing,Funimation,Manga,24 min per ep,PG-13 - Teens 13 or older,600,0,Short
848,Jinki:Extend - Sorekara,6.11,Sci-Fi,1,Finished Airing,ADV Films,Manga,23 min,R - 17+ (violence & profanity),8321,0,Short
849,Suzumiya Haruhi no Yuuutsu,7.83,"Award Winning, Comedy, Mystery, Sci-Fi",14,Finished Airing,Funimation,Light novel,23 min per ep,PG-13 - Teens 13 or older,868,0,Short
850,Gakuen Heaven,6.47,"Boys Love, Comedy, Drama, Romance",13,Finished Airing,Media Blasters,Visual novel,26 min per ep,PG-13 - Teens 13 or older,6521,0,Short
853,Ouran Koukou Host Club,8.16,"Comedy, Romance",26,Finished Airing,Funimation,Manga,23 min per ep,PG-13 - Teens 13 or older,397,1,Short
854,Soul Link,6.1,"Action, Adventure, Comedy, Romance, Sci-Fi",12,Finished Airing,Discotek Media,Visual novel,25 min per ep,R - 17+ (violence & profanity),8355,0,Short
