anime_id,Name,Score,Genres,Episodes_Count,Status,Licensors,Source,Duration,Rating,Rank,class,Episodes
1,Cowboy Bebop,8.75,"Action, Award Winning, Sci-Fi",26,Finished Airing,Funimation,Original,24 min per ep,R - 17+ (violence & profanity),41,1,Short
5,Cowboy Bebop: Tengoku no Tobira,8.38,"Action, Sci-Fi",1,Finished Airing,Sony Pictures Entertainment,Original,1 hr 55 min,R - 17+ (violence & profanity),189,1,Short
6,Trigun,8.22,"Action, Adventure, Sci-Fi",26,Finished Airing,Funimation,Manga,24 min per ep,PG-13 - Teens 13 or older,328,1,Short
7,Witch Hunter Robin,7.25,"Action, Drama, Mystery, Supernatural",26,Finished Airing,Funimation,Original,25 min per ep,PG-13 - Teens 13 or older,2764,0,Short
8,Bouken Ou Beet,6.94,"Adventure, Fantasy, Supernatural",52,Finished Airing,Illumitoon Entertainment,Manga,23 min per ep,PG - Children,4240,0,Medium
15,Eyeshield 21,7.92,Sports,145,Finished Airing,VIZ Media,Manga,23 min per ep,PG-13 - Teens 13 or older,688,0,Long
16,Hachimitsu to Clover,8,"Comedy, Drama, Romance",24,Finished Airing,VIZ Media,Manga,23 min per ep,PG-13 - Teens 13 or older,589,1,Short
18,Initial D Fourth Stage,8.16,"Action, Drama",24,Finished Airing,Funimation,Manga,27 min per ep,PG-13 - Teens 13 or older,393,1,Short
19,Monster,8.87,"Drama, Mystery, Suspense",74,Finished Airing,VIZ Media,Manga,24 min per ep,R+ - Mild Nudity,26,1,Medium
20,Naruto,7.99,"Action, Adventure, Fantasy",220,Finished Airing,VIZ Media,Manga,23 min per ep,PG-13 - Teens 13 or older,599,0,Long
22,Tennis no Ouji-sama,7.86,Sports,178,Finished Airing,Funimation,Manga,22 min per ep,PG-13 - Teens 13 or older,805,0,Long
24,School Rumble,7.89,"Comedy, Romance",26,Finished Airing,Funimation,Manga,23 min per ep,PG-13 - Teens 13 or older,756,0,Short
25,Sunabouzu,7.38,"Action, Adventure, Comedy, Sci-Fi, Ecchi",24,Finished Airing,Funimation,Manga,24 min per ep,R - 17+ (violence & profanity),2167,0,Short
26,Texhnolyze,7.76,"Action, Drama, Sci-Fi",22,Finished Airing,Funimation,Original,23 min per ep,R+ - Mild Nudity,990,0,Short
28,Yakitate!! Japan,7.91,"Comedy, Gourmet",69,Finished Airing,Nozomi Entertainment,Manga,24 min per ep,PG-13 - Teens 13 or older,704,0,Medium
29,Zipang,7.48,"Action, Drama, Sci-Fi",26,Finished Airing,Geneon Entertainment USA,Manga,24 min per ep,PG-13 - Teens 13 or older,1778,0,Short
30,Neon Genesis Evangelion,8.35,"Action, Avant Garde, Award Winning, Drama, Sci-Fi, Suspense",26,Finished Airing,ADV Films,Original,24 min per ep,PG-13 - Teens 13 or older,204,1,Short
31,Neon Genesis Evangelion: Death & Rebirth,7.46,"Drama, Sci-Fi",1,Finished Airing,GKIDS,Original,1 hr 44 min,R - 17+ (violence & profanity),1855,0,Short
32,Neon Genesis Evangelion: The End of Evangelion,8.55,"Avant Garde, Drama, Sci-Fi",1,Finished Airing,GKIDS,Original,1 hr 26 min,R+ - Mild Nudity,98,1,Short
33,Kenpuu Denki Berserk,8.56,"Action, Adventure, Drama, Fantasy, Horror",25,Finished Airing,Media Blasters,Manga,25 min per ep,R+ - Mild Nudity,96,1,Short
43,Koukaku Kidoutai,8.27,"Action, Award Winning, Mystery, Sci-Fi, Suspense",1,Finished Airing,Manga Entertainment,Manga,1 hr 22 min,R+ - Mild Nudity,276,1,Short
44,Rurouni Kenshin: Meiji Kenkaku Romantan - Tsuioku-hen,8.71,"Action, Drama, Romance",4,Finished Airing,ADV Films,Manga,29 min per ep,R - 17+ (violence & profanity),48,1,Short
45,Rurouni Kenshin: Meiji Kenkaku Romantan,8.29,"Action, Adventure, Comedy, Romance",94,Finished Airing,Media Blasters,Manga,25 min per ep,PG-13 - Teens 13 or older,249,1,Medium
46,Rurouni Kenshin: Meiji Kenkaku Romantan - Ishinshishi e no Chinkonka,7.55,Drama,1,Finished Airing,ADV Films,Manga,1 hr 31 min,R - 17+ (violence & profanity),1567,0,Short
47,Akira,8.16,"Action, Adventure, Horror, Sci-Fi, Supernatural",1,Finished Airing,Funimation,Manga,2 hr 4 min,R+ - Mild Nudity,389,1,Short
48,.hack//Sign,6.95,"Adventure, Fantasy, Mystery",26,Finished Airing,Funimation,Original,24 min per ep,PG-13 - Teens 13 or older,4172,0,Short
49,Aa! Megami-sama!,7.29,"Comedy, Romance, Supernatural",5,Finished Airing,AnimEigo,Manga,30 min per ep,PG-13 - Teens 13 or older,2542,0,Short
50,Aa! Megami-sama! (TV),7.32,"Comedy, Romance, Supernatural",24,Finished Airing,Media Blasters,Manga,24 min per ep,PG-13 - Teens 13 or older,2407,0,Short
51,Tenshi Kinryouku,6.27,"Action, Drama, Romance, Supernatural",3,Finished Airing,Media Blasters,Manga,29 min per ep,R+ - Mild Nudity,7564,0,Short
52,Kidou Tenshi Angelic Layer,7.26,"Award Winning, Comedy, Drama, Sci-Fi, Sports",26,Finished Airing,ADV Films,Manga,24 min per ep,PG-13 - Teens 13 or older,2727,0,Short
53,Ai Yori Aoshi,7.11,"Comedy, Drama, Romance",24,Finished Airing,Funimation,Manga,23 min per ep,PG-13 - Teens 13 or older,3471,0,Short
54,Appleseed (Movie),7.06,"Action, Drama, Sci-Fi",1,Finished Airing,Sentai Filmworks,Manga,1 hr 45 min,R - 17+ (violence & profanity),3723,0,Short
55,Arc the Lad,6.51,"Action, Adventure, Fantasy, Horror, Sci-Fi",26,Finished Airing,ADV Films,Game,22 min per ep,R - 17+ (violence & profanity),6294,0,Short
56,Avenger,5.86,"Adventure, Fantasy, Sci-Fi",13,Finished Airing,Bandai Entertainment,Original,24 min per ep,R - 17+ (violence & profanity),9454,0,Short
57,Beck,8.29,"Comedy, Drama, Slice of Life",26,Finished Airing,Funimation,Manga,25 min per ep,R - 17+ (violence & profanity),252,1,Short
58,Blue Gender,7.03,"Adventure, Drama, Horror, Romance, Sci-Fi",26,Finished Airing,Funimation,Original,23 min per ep,R+ - Mild Nudity,3873,0,Short
59,Chobits,7.4,"Comedy, Drama, Romance, Sci-Fi, Ecchi",26,Finished Airing,Funimation,Manga,24 min per ep,PG-13 - Teens 13 or older,2080,0,Short
60,Chrno Crusade,7.62,"Action, Romance, Supernatural",24,Finished Airing,ADV Films,Manga,23 min per ep,R - 17+ (violence & profanity),1322,0,Short
61,D.N.Angel,7.17,"Action, Comedy, Fantasy, Romance",26,Finished Airing,ADV Films,Manga,23 min per ep,PG-13 - Teens 13 or older,3180,0,Short
63,DearS,6.56,"Comedy, Romance, Sci-Fi, Ecchi",12,Finished Airing,Discotek Media,Manga,23 min per ep,R+ - Mild Nudity,6027,0,Short
64,Rozen Maiden,7.41,"Action, Comedy, Drama",12,Finished Airing,Sentai Filmworks,Manga,24 min per ep,PG-13 - Teens 13 or older,2053,0,Short
65,Rozen Maiden: Träumend,7.62,"Action, Comedy, Drama",12,Finished Airing,Sentai Filmworks,Manga,24 min per ep,PG-13 - Teens 13 or older,1340,0,Short
66,Azumanga Daiou The Animation,7.99,"Comedy, Slice of Life",26,Finished Airing,ADV Films,4-koma manga,24 min per ep,PG-13 - Teens 13 or older,603,0,Short
67,Basilisk: Kouga Ninpou Chou,7.55,"Action, Drama, Romance",24,Finished Airing,Funimation,Manga,24 min per ep,R - 17+ (violence & profanity),1539,0,Short
68,Black Cat (TV),7.33,"Action, Adventure, Sci-Fi",23,Finished Airing,Funimation,Manga,24 min per ep,PG-13 - Teens 13 or older,2389,0,Short
69,Cluster Edge,6.31,"Action, Fantasy, Sci-Fi",25,Finished Airing,Sentai Filmworks,Original,24 min per ep,PG-13 - Teens 13 or older,7357,0,Short
71,Full Metal Panic!,7.61,"Action, Comedy, Sci-Fi",24,Finished Airing,ADV Films,Light novel,24 min per ep,R - 17+ (violence & profanity),1356,0,Short
72,Full Metal Panic? Fumoffu,8.03,"Action, Comedy",12,Finished Airing,ADV Films,Light novel,24 min per ep,PG-13 - Teens 13 or older,548,1,Short
73,Full Metal Panic! The Second Raid,7.93,Action,13,Finished Airing,ADV Films,Light novel,24 min per ep,R - 17+ (violence & profanity),682,0,Short
74,Gakuen Alice,7.64,"Comedy, Fantasy",26,Finished Airing,Nozomi Entertainment,Manga,25 min per ep,G - All Ages,1276,0,Short
75,Soukyuu no Fafner: Dead Aggressor,7.26,"Action, Drama, Sci-Fi",25,Finished Airing,Funimation,Original,24 min per ep,PG-13 - Teens 13 or older,2751,0,Short
76,Mahou Shoujo Lyrical Nanoha,7.41,"Action, Comedy, Drama",13,Finished Airing,Geneon Entertainment USA,Original,25 min per ep,PG-13 - Teens 13 or older,2044,0,Short
77,Mahou Shoujo Lyrical Nanoha A's,7.97,"Action, Comedy, Drama",13,Finished Airing,Geneon Entertainment USA,Original,25 min per ep,PG-13 - Teens 13 or older,622,0,Short
79,Shuffle!,7.03,"Comedy, Drama, Fantasy, Romance, Ecchi",24,Finished Airing,Funimation,Visual novel,24 min per ep,R+ - Mild Nudity,3854,0,Short
80,Kidou Senshi Gundam,7.76,"Action, Drama, Sci-Fi",43,Finished Airing,Nozomi Entertainment,Original,25 min per ep,PG-13 - Teens 13 or older,1005,0,Short
81,Kidou Senshi Gundam: Dai 08 MS Shoutai,8.01,"Adventure, Drama, Romance, Sci-Fi",12,Finished Airing,Bandai Entertainment,Original,25 min per ep,PG-13 - Teens 13 or older,571,1,Short
82,Kidou Senshi Gundam 0080: Pocket no Naka no Sensou,7.96,"Drama, Sci-Fi",6,Finished Airing,Nozomi Entertainment,Original,27 min per ep,PG-13 - Teens 13 or older,630,0,Short
83,Kidou Senshi Gundam: Dai 08 MS Shoutai - Miller's Report,6.76,"Drama, Romance, Sci-Fi",1,Finished Airing,Bandai Entertainment,Original,52 min,PG-13 - Teens 13 or older,5014,0,Short
84,Kidou Senshi Gundam 0083: Stardust Memory,7.24,"Adventure, Drama, Romance, Sci-Fi",13,Finished Airing,Nozomi Entertainment,Original,28 min per ep,PG-13 - Teens 13 or older,2801,0,Short
85,Kidou Senshi Zeta Gundam,7.9,"Drama, Romance, Sci-Fi",50,Finished Airing,Nozomi Entertainment,Original,24 min per ep,PG-13 - Teens 13 or older,719,0,Short
86,Kidou Senshi Gundam ZZ,6.68,"Comedy, Drama, Sci-Fi",47,Finished Airing,Nozomi Entertainment,Original,24 min per ep,PG-13 - Teens 13 or older,5437,0,Short
87,Kidou Senshi Gundam: Gyakushuu no Char,7.66,"Drama, Sci-Fi",1,Finished Airing,Bandai Entertainment,Novel,1 hr 59 min,PG-13 - Teens 13 or older,1225,0,Short
88,Kidou Senshi Gundam F91,6.62,"Drama, Sci-Fi",1,Finished Airing,Nozomi Entertainment,Original,2 hr,PG-13 - Teens 13 or older,5740,0,Short
89,Kidou Senshi Victory Gundam,6.77,"Drama, Sci-Fi",51,Finished Airing,Nozomi Entertainment,Original,24 min per ep,PG-13 - Teens 13 or older,4996,0,Medium
90,Shin Kidou Senki Gundam Wing,7.69,"Action, Drama, Sci-Fi",49,Finished Airing,Bandai Entertainment,Original,24 min per ep,PG-13 - Teens 13 or older,1168,0,Short
91,Shin Kidou Senki Gundam Wing: Endless Waltz,7.74,"Action, Award Winning, Drama, Sci-Fi",3,Finished Airing,Bandai Entertainment,Original,30 min per ep,PG-13 - Teens 13 or older,1050,0,Short
92,Kidou Shinseiki Gundam X,7.34,"Adventure, Drama, Sci-Fi",39,Finished Airing,Nozomi Entertainment,Original,24 min per ep,PG-13 - Teens 13 or older,2330,0,Short
93,Kidou Senshi Gundam SEED,7.75,"Action, Award Winning, Drama, Romance, Sci-Fi",50,Finished Airing,Bandai Entertainment,Original,24 min per ep,R - 17+ (violence & profanity),1011,0,Short
94,Kidou Senshi Gundam SEED Destiny,7.18,"Action, Drama, Romance, Sci-Fi",50,Finished Airing,Bandai Entertainment,Original,24 min per ep,R - 17+ (violence & profanity),3122,0,Short
95,Turn A Gundam,7.74,"Action, Adventure, Award Winning, Drama, Romance, Sci-Fi",50,Finished Airing,Nozomi Entertainment,Original,24 min per ep,PG-13 - Teens 13 or older,1057,0,Short
96,Kidou Butouden G Gundam,7.57,"Adventure, Comedy, Drama, Romance, Sci-Fi, Sports",49,Finished Airing,Bandai Entertainment,Original,24 min per ep,PG-13 - Teens 13 or older,1451,0,Short
97,Last Exile,7.79,"Action, Adventure, Sci-Fi",26,Finished Airing,Funimation,Original,24 min per ep,PG-13 - Teens 13 or older,943,0,Short
98,Mai-HiME,7.42,"Action, Fantasy, Girls Love",26,Finished Airing,Funimation,Original,23 min per ep,PG-13 - Teens 13 or older,1981,0,Short
99,Mai-Otome,7.28,"Comedy, Drama, Fantasy",26,Finished Airing,Funimation,Original,23 min per ep,PG-13 - Teens 13 or older,2631,0,Short
100,Shin Shirayuki-hime Densetsu Prétear,7.16,"Comedy, Drama, Fantasy, Romance",13,Finished Airing,ADV Films,Manga,23 min per ep,PG-13 - Teens 13 or older,3271,0,Short
101,Air,7.28,"Drama, Romance, Supernatural",12,Finished Airing,ADV Films,Visual novel,24 min per ep,PG-13 - Teens 13 or older,2603,0,Short
104,Ayashi no Ceres,7.18,"Adventure, Drama, Horror, Romance, Supernatural, Suspense",24,Finished Airing,VIZ Media,Manga,21 min per ep,R - 17+ (violence & profanity),3156,0,Short
105,Boys Be...,6.4,"Comedy, Romance, Slice of Life",13,Finished Airing,Nozomi Entertainment,Manga,23 min per ep,PG-13 - Teens 13 or older,6889,0,Short
107,Ou Dorobou Jing,7.19,"Adventure, Comedy, Fantasy, Sci-Fi",13,Finished Airing,ADV Films,Manga,24 min per ep,PG-13 - Teens 13 or older,3109,0,Short
108,Ou Dorobou Jing in Seventh Heaven,7.25,"Adventure, Comedy, Fantasy",3,Finished Airing,ADV Films,Manga,30 min per ep,PG-13 - Teens 13 or older,2793,0,Short
109,Bakuretsu Tenshi,6.79,"Adventure, Comedy, Sci-Fi",24,Finished Airing,Funimation,Original,23 min per ep,PG-13 - Teens 13 or older,4892,0,Short
111,Corrector Yui,6.97,"Adventure, Comedy, Sci-Fi",52,Finished Airing,VIZ Media,Original,25 min per ep,G - All Ages,4110,0,Medium
113,Uchuu no Stellvia,7.37,"Action, Romance, Sci-Fi",26,Finished Airing,Discotek Media,Original,23 min per ep,PG-13 - Teens 13 or older,2176,0,Short
114,Sakigake!! Cromartie Koukou,7.9,Comedy,26,Finished Airing,ADV Films,Manga,12 min per ep,PG-13 - Teens 13 or older,722,0,Short
115,El Hazard: The Alternative World,6.79,"Adventure, Comedy, Fantasy",13,Finished Airing,Nozomi Entertainment,Original,25 min per ep,PG-13 - Teens 13 or older,4906,0,Short
116,El Hazard: The Wanderers,6.93,"Adventure, Comedy, Fantasy, Romance",26,Finished Airing,Nozomi Entertainment,Original,23 min per ep,PG-13 - Teens 13 or older,4257,0,Short
117,El Hazard: The Magnificent World,7.26,"Adventure, Comedy, Fantasy, Romance",7,Finished Airing,Nozomi Entertainment,Original,34 min per ep,PG-13 - Teens 13 or older,2720,0,Short
118,El Hazard 2: The Magnificent World,6.78,"Adventure, Comedy, Fantasy",4,Finished Airing,Geneon Entertainment USA,Original,30 min per ep,PG-13 - Teens 13 or older,4926,0,Short
120,Fruits Basket,7.69,"Drama, Romance, Supernatural",26,Finished Airing,Funimation,Manga,24 min per ep,PG-13 - Teens 13 or older,1174,0,Short
121,Fullmetal Alchemist,8.11,"Action, Adventure, Award Winning, Drama, Fantasy",51,Finished Airing,Funimation,Manga,24 min per ep,R - 17+ (violence & profanity),454,1,Medium
122,Full Moon wo Sagashite,7.94,"Comedy, Drama, Romance, Supernatural",52,Finished Airing,VIZ Media,Manga,24 min per ep,PG-13 - Teens 13 or older,660,0,Medium
123,Fushigi Yuugi,7.61,"Adventure, Fantasy, Romance",52,Finished Airing,Media Blasters,Manga,23 min per ep,PG-13 - Teens 13 or older,1357,0,Medium
127,Gate Keepers,6.92,"Action, Comedy, Fantasy, Sci-Fi",24,Finished Airing,Geneon Entertainment USA,Game,25 min per ep,PG-13 - Teens 13 or older,4314,0,Short
129,Gensoumaden Saiyuuki,7.55,"Action, Adventure, Comedy, Drama, Supernatural",50,Finished Airing,ADV Films,Manga,23 min per ep,R - 17+ (violence & profanity),1545,0,Short
132,GetBackers,7.58,"Action, Mystery, Supernatural",49,Finished Airing,ADV Films,Manga,24 min per ep,PG-13 - Teens 13 or older,1438,0,Short
133,Green Green,6.15,"Comedy, Romance, Ecchi",12,Finished Airing,Media Blasters,Visual novel,24 min per ep,R+ - Mild Nudity,8102,0,Short
134,Gunslinger Girl,7.39,"Action, Drama, Sci-Fi",13,Finished Airing,Funimation,Manga,24 min per ep,R - 17+ (violence & profanity),2127,0,Short
135,Hikaru no Go,8.08,"Comedy, Drama, Supernatural",75,Finished Airing,VIZ Media,Manga,23 min per ep,PG-13 - Teens 13 or older,491,1,Medium
136,Hunter x Hunter,8.41,"Action, Adventure, Fantasy",62,Finished Airing,VIZ Media,Manga,23 min per ep,PG-13 - Teens 13 or older,170,1,Medium
141,Jinki:Extend,6.1,Sci-Fi,12,Finished Airing,ADV Films,Manga,23 min per ep,R - 17+ (violence & profanity),8385,0,Short
143,Kannazuki no Miko,6.81,"Drama, Girls Love, Romance, Supernatural",12,Finished Airing,Sentai Filmworks,Manga,24 min per ep,PG-13 - Teens 13 or older,4801,0,Short
145,Kareshi Kanojo no Jijou,7.59,"Comedy, Drama, Romance",26,Finished Airing,Nozomi Entertainment,Manga,24 min per ep,PG-13 - Teens 13 or older,1402,0,Short
146,Kono Minikuku mo Utsukushii Sekai,6.71,"Comedy, Drama, Romance, Sci-Fi, Ecchi",12,Finished Airing,ADV Films,Original,24 min per ep,R+ - Mild Nudity,5291,0,Short
147,Kimi ga Nozomu Eien,7.18,"Drama, Romance",14,Finished Airing,Funimation,Visual novel,23 min per ep,R+ - Mild Nudity,3122,0,Short
149,Loveless,6.76,"Action, Boys Love, Drama, Mystery, Supernatural",12,Finished Airing,Media Blasters,Manga,24 min per ep,PG-13 - Teens 13 or older,5020,0,Short
150,Blood+,7.62,"Action, Drama, Horror, Mystery, Supernatural",50,Finished Airing,Sony Pictures Entertainment,Original,24 min per ep,R - 17+ (violence & profanity),1320,0,Short
151,Re: Cutey Honey,7.1,"Action, Comedy, Girls Love, Sci-Fi, Ecchi",3,Finished Airing,Discotek Media,Manga,46 min per ep,R+ - Mild Nudity,3562,0,Short
152,Solty Rei,7.27,"Action, Sci-Fi",24,Finished Airing,Funimation,Original,23 min per ep,R - 17+ (violence & profanity),2675,0,Short
153,Juuni Kokuki,8.02,"Action, Adventure, Fantasy",45,Finished Airing,Media Blasters,Novel,25 min per ep,PG-13 - Teens 13 or older,566,1,Short
154,Shaman King,7.75,"Action, Adventure, Comedy, Supernatural",64,Finished Airing,4Kids Entertainment,Manga,23 min per ep,PG-13 - Teens 13 or older,1020,0,Medium
155,X/1999,6.57,"Action, Drama, Fantasy, Horror, Sci-Fi, Supernatural",1,Finished Airing,Manga Entertainment,Manga,1 hr 37 min,R - 17+ (violence & profanity),5999,0,Short
156,X,7.4,"Action, Drama, Fantasy, Romance",24,Finished Airing,Funimation,Manga,24 min per ep,R+ - Mild Nudity,2072,0,Short
157,Mahou Sensei Negima!,6.94,"Comedy, Fantasy, Romance, Supernatural, Ecchi",26,Finished Airing,Funimation,Manga,23 min per ep,PG-13 - Teens 13 or older,4212,0,Short
158,Maria-sama ga Miteru,7.29,"Drama, Girls Love",13,Finished Airing,Nozomi Entertainment,Light novel,24 min per ep,PG-13 - Teens 13 or older,2569,0,Short
159,Boukyaku no Senritsu,6.28,"Adventure, Fantasy, Horror, Sci-Fi, Supernatural",24,Finished Airing,Geneon Entertainment USA,Manga,23 min per ep,PG-13 - Teens 13 or older,7507,0,Short
160,"Ima, Soko ni Iru Boku",7.61,"Adventure, Drama, Fantasy, Sci-Fi",13,Finished Airing,ADV Films,Original,24 min per ep,R - 17+ (violence & profanity),1362,0,Short
161,Peace Maker Kurogane,7.3,"Action, Comedy",24,Finished Airing,ADV Films,Manga,24 min per ep,R - 17+ (violence & profanity),2512,0,Short
162,Pita Ten,6.93,"Comedy, Fantasy, Romance",26,Finished Airing,Nozomi Entertainment,Manga,24 min per ep,G - All Ages,4278,0,Short
163,Power Stone,6.55,"Adventure, Comedy, Fantasy",26,Finished Airing,ADV Films,Game,20 min per ep,PG - Children,6068,0,Short
164,Mononoke Hime,8.67,"Action, Adventure, Award Winning, Fantasy",1,Finished Airing,GKIDS,Original,2 hr 13 min,PG-13 - Teens 13 or older,58,1,Short
165,RahXephon,7.39,"Action, Award Winning, Drama, Mystery, Romance, Sci-Fi",26,Finished Airing,ADV Films,Original,23 min per ep,PG-13 - Teens 13 or older,2108,0,Short
166,Samurai 7,7.44,Sci-Fi,26,Finished Airing,Funimation,Other,26 min per ep,PG-13 - Teens 13 or older,1923,0,Short
167,Scrapped Princess,7.38,"Adventure, Comedy, Drama, Fantasy, Sci-Fi",24,Finished Airing,Funimation,Light novel,23 min per ep,PG-13 - Teens 13 or older,2160,0,Short
168,s.CRY.ed,7.36,"Action, Adventure, Drama, Sci-Fi",26,Finished Airing,Bandai Entertainment,Original,24 min per ep,PG-13 - Teens 13 or older,2231,0,Short
169,Shingetsutan Tsukihime,6.82,"Action, Horror, Mystery, Romance, Supernatural",12,Finished Airing,Sentai Filmworks,Visual novel,24 min per ep,R - 17+ (violence & profanity),4752,0,Short
170,Slam Dunk,8.54,Sports,101,Finished Airing,Flatiron Film Company,Manga,23 min per ep,PG-13 - Teens 13 or older,108,1,Long
173,Tactics,7.2,"Mystery, Supernatural",25,Finished Airing,Manga Entertainment,Manga,24 min per ep,PG-13 - Teens 13 or older,3057,0,Short
174,Tenjou Tenge,6.88,"Action, Comedy, Ecchi",24,Finished Airing,Discotek Media,Manga,23 min per ep,R - 17+ (violence & profanity),4478,0,Short
175,Tokyo Underground,6.59,"Action, Adventure, Romance, Sci-Fi",26,Finished Airing,Discotek Media,Manga,25 min per ep,PG-13 - Teens 13 or older,5855,0,Short
177,Tsubasa Chronicle,7.52,"Action, Adventure, Fantasy, Romance",26,Finished Airing,Funimation,Manga,25 min per ep,PG-13 - Teens 13 or older,1642,0,Short
178,Ultra Maniac,7.16,"Comedy, Romance",26,Finished Airing,Discotek Media,Manga,24 min per ep,G - All Ages,3218,0,Short
180,Vandread,7.17,"Action, Sci-Fi, Ecchi",13,Finished Airing,Funimation,Original,22 min per ep,PG-13 - Teens 13 or older,3210,0,Short
181,Vandread: The Second Stage,7.39,"Action, Sci-Fi, Ecchi",13,Finished Airing,Funimation,Original,22 min per ep,PG-13 - Teens 13 or older,2113,0,Short
182,Tenkuu no Escaflowne,7.67,"Adventure, Fantasy, Romance",26,Finished Airing,Funimation,Original,24 min per ep,PG-13 - Teens 13 or older,1195,0,Short
184,Xenosaga The Animation,6.32,"Action, Sci-Fi",12,Finished Airing,ADV Films,Game,23 min per ep,PG-13 - Teens 13 or older,7254,0,Short
185,Initial D First Stage,8.33,"Action, Drama",26,Finished Airing,Funimation,Manga,25 min per ep,PG-13 - Teens 13 or older,224,1,Short
186,Initial D Second Stage,8.16,"Action, Drama",13,Finished Airing,Funimation,Manga,23 min per ep,PG-13 - Teens 13 or older,394,1,Short
187,Initial D Third Stage,7.9,"Action, Drama, Romance",1,Finished Airing,Funimation,Manga,1 hr 44 min,PG-13 - Teens 13 or older,735,0,Short
189,Love Hina,7.1,"Comedy, Romance, Ecchi",24,Finished Airing,Funimation,Manga,23 min per ep,PG-13 - Teens 13 or older,3554,0,Short
190,Love Hina Again,7.21,"Comedy, Drama, Romance, Ecchi",3,Finished Airing,Bandai Entertainment,Manga,30 min per ep,PG-13 - Teens 13 or older,2960,0,Short
191,Love Hina Christmas Special: Silent Eve,7.31,"Comedy, Romance",1,Finished Airing,Bandai Entertainment,Manga,46 min,PG-13 - Teens 13 or older,2487,0,Short
192,Love Hina Haru Special: Kimi Sakura Chiru Nakare!!,7.18,"Adventure, Comedy, Romance",1,Finished Airing,Bandai Entertainment,Manga,46 min,PG-13 - Teens 13 or older,3128,0,Short
193,Maburaho,6.74,"Comedy, Drama, Romance, Ecchi",24,Finished Airing,ADV Films,Light novel,23 min per ep,R+ - Mild Nudity,5134,0,Short
195,Onegai☆Teacher,7.11,"Drama, Romance, Sci-Fi",12,Finished Airing,Nozomi Entertainment,Original,23 min per ep,PG-13 - Teens 13 or older,3494,0,Short
196,Onegai☆Twins,6.82,"Comedy, Drama, Sci-Fi",12,Finished Airing,Nozomi Entertainment,Original,25 min per ep,PG-13 - Teens 13 or older,4745,0,Short
198,Speed Grapher,7.31,"Action, Mystery",24,Finished Airing,Funimation,Original,23 min per ep,R+ - Mild Nudity,2504,0,Short
199,Sen to Chihiro no Kamikakushi,8.78,"Adventure, Award Winning, Supernatural",1,Finished Airing,Disney Platform Distribution,Original,2 hr 4 min,PG - Children,36,1,Short
201,Video Girl Ai,7.2,"Comedy, Drama, Romance, Ecchi",6,Finished Airing,VIZ Media,Manga,29 min per ep,R+ - Mild Nudity,3061,0,Short
202,Wolf's Rain,7.8,"Action, Adventure, Drama, Fantasy, Mystery, Sci-Fi",26,Finished Airing,Funimation,Original,23 min per ep,PG-13 - Teens 13 or older,929,0,Short
205,Samurai Champloo,8.51,"Action, Adventure, Comedy",26,Finished Airing,Funimation,Original,24 min per ep,R - 17+ (violence & profanity),120,1,Short
206,Lodoss-tou Senki: Eiyuu Kishi Den,7.13,"Action, Adventure, Drama, Fantasy, Romance",27,Finished Airing,Funimation,Novel,25 min per ep,PG-13 - Teens 13 or older,3408,0,Short
207,Lodoss-tou Senki,7.36,"Action, Adventure, Fantasy",13,Finished Airing,Funimation,Light novel,25 min per ep,R - 17+ (violence & profanity),2221,0,Short
208,R.O.D: Read or Die,7.63,"Action, Adventure, Mystery, Sci-Fi",3,Finished Airing,Aniplex of America,Light novel,33 min per ep,PG-13 - Teens 13 or older,1299,0,Short
209,R.O.D: The TV,7.53,"Action, Adventure, Comedy, Drama, Sci-Fi",26,Finished Airing,Aniplex of America,Manga,25 min per ep,PG-13 - Teens 13 or older,1627,0,Short
210,Ranma ½,7.76,"Action, Comedy, Fantasy",161,Finished Airing,VIZ Media,Manga,24 min per ep,R+ - Mild Nudity,1007,0,Long
212,Project A-Ko,6.85,"Action, Adventure, Comedy, Sci-Fi",1,Finished Airing,Central Park Media,Original,1 hr 23 min,PG-13 - Teens 13 or older,4615,0,Short
218,Kidou Senkan Nadesico,7.49,"Action, Romance, Sci-Fi",26,Finished Airing,ADV Films,Original,23 min per ep,PG-13 - Teens 13 or older,1746,0,Short
219,Kidou Senkan Nadesico: The Prince of Darkness,6.73,"Action, Award Winning, Drama, Sci-Fi",1,Finished Airing,ADV Films,Original,1 hr 19 min,R - 17+ (violence & profanity),5152,0,Short
222,Mezzo DSA,6.65,"Action, Adventure, Comedy, Mystery, Sci-Fi",13,Finished Airing,ADV Films,Original,25 min per ep,R+ - Mild Nudity,5603,0,Short
223,Dragon Ball,7.96,"Action, Adventure, Comedy, Fantasy",153,Finished Airing,Funimation,Manga,24 min per ep,PG-13 - Teens 13 or older,640,0,Long
225,Dragon Ball GT,6.48,"Action, Adventure, Comedy, Fantasy",64,Finished Airing,Funimation,Manga,24 min per ep,PG-13 - Teens 13 or older,6466,0,Medium
226,Elfen Lied,7.48,"Action, Drama, Horror, Romance, Supernatural",13,Finished Airing,ADV Films,Manga,25 min per ep,R+ - Mild Nudity,1786,0,Short
227,FLCL,8.03,"Action, Avant Garde, Comedy, Sci-Fi",6,Finished Airing,Funimation,Original,25 min per ep,PG-13 - Teens 13 or older,547,1,Short
