Episodes,Licensors,Source,Rating,Action,Scifi,Adventure,Drama,Mystery,Supernatural,Fantasy,Sports,Comedy,Romance,Suspense,Ecchi,Horror,Slice of Life,Girls Love,Boys Love,class
Short,Central_Park_Media,Original,PG-13_Teens_13_or_older,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Short,Media_Blasters,Game,R+_Mild_Nudity,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Short,ADV_Films,Visual_novel,PG-13_Teens_13_or_older,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1
Short,Media_Blasters,Visual_novel,PG-13_Teens_13_or_older,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,1
Medium,ADV_Films,Manga,PG _Children,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1
Short,VIZ_Media,Manga,R-17+,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
Short,VIZ_Media,Manga,PG-13_Teens_13_or_older,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
Short,ADV_Films,Manga,R-17+,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1
Short,Bandai_Entertainment,Original,PG-13_Teens_13_or_older,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Short,Sentai_Filmworks,Visual_novel,PG-13_Teens_13_or_older,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1
Short,Bandai_Entertainment,Game,PG-13_Teens_13_or_older,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Short,ADV_Films,Manga,PG-13_Teens_13_or_older,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Short,Sentai_Filmworks,Manga,PG-13_Teens_13_or_older,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
Short,Bandai_Entertainment,Manga,R+_Mild_Nudity,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1
Short,Funimation,Light_novel,PG-13_Teens_13_or_older,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
Short,Funimation,Manga,PG-13_Teens_13_or_older,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
Short,Central_Park_Media,Game,R+_Mild_Nudity,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Long,VIZ_Media,Game,PG _Children,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1
Long,VIZ_Media,Game,PG _Children,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1
Short,Bandai_Entertainment,Manga,R-17+,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
Short,Discotek_Media,Manga,G_All_Ages,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1
Short,Media_Blasters,Visual_novel,PG-13_Teens_13_or_older,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1
Short,Maiden_Japan,Visual_novel,PG-13_Teens_13_or_older,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1
Short,Funimation,Light_novel,PG-13_Teens_13_or_older,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1
Medium,Media_Blasters,Manga,PG-13_Teens_13_or_older,1,0,0,1,0,0,1,0,1,0,0,1,1,0,0,0,1
Short,Funimation,Original,R-17+,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
Short,Sentai_Filmworks,Original,PG-13_Teens_13_or_older,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
Short,AnimEigo,Manga,PG-13_Teens_13_or_older,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
Short,Sentai_Filmworks,Visual_novel,PG-13_Teens_13_or_older,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1
Short,Media_Blasters,Manga,PG-13_Teens_13_or_older,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Short,Geneon_Entertainment_USA,Manga,PG-13_Teens_13_or_older,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Short,ADV_Films,Manga,R-17+,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Short,Bandai_Entertainment,Original,R-17+,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
Short,Media_Blasters,Other,PG-13_Teens_13_or_older,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1
Short,Maiden_Japan,Manga,PG-13_Teens_13_or_older,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1
Short,Sentai_Filmworks,Original,R-17+,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1
Short,Central_Park_Media,Manga,PG-13_Teens_13_or_older,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0
Short,ADV_Films,Original,R-17+,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1
Short,Funimation,Original,R+_Mild_Nudity,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1
Short,Bandai_Entertainment,Game,PG-13_Teens_13_or_older,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Long,VIZ_Media,Manga,PG-13_Teens_13_or_older,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
Medium,VIZ_Media,Manga,PG-13_Teens_13_or_older,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
Short,ADV_Films,Manga,PG-13_Teens_13_or_older,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1
Short,Funimation,Original,R+_Mild_Nudity,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Short,Funimation,Manga,PG-13_Teens_13_or_older,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,1
Short,ADV_Films,Manga,R+_Mild_Nudity,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Short,Manga_Entertainment,Original,R-17+,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Short,Discotek_Media,Manga,R-17+,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
Short,ADV_Films,Manga,R+_Mild_Nudity,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1
Short,Media_Blasters,Original,R+_Mild_Nudity,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1
Short,Saban_Entertainment,Book,G_All_Ages,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1
Short,Media_Blasters,Original,R+_Mild_Nudity,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Short,Central_Park_Media,Manga,R-17+,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1
Short,Media_Blasters,Manga,R+_Mild_Nudity,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
Short,ADV_Films,Manga,PG-13_Teens_13_or_older,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1
Short,Voyager_Entertainment,Original,PG-13_Teens_13_or_older,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1
Short,Media_Blasters,Manga,PG-13_Teens_13_or_older,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,1
Short,ADV_Films,Original,R+_Mild_Nudity,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
Short,Central_Park_Media,Original,PG-13_Teens_13_or_older,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Short,Media_Blasters,Manga,R+_Mild_Nudity,1,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,1
Short,Media_Blasters,Manga,R+_Mild_Nudity,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1
Short,Discotek_Media,Manga,PG-13_Teens_13_or_older,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Medium,Nelvana,Manga,PG _Children,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1
Medium,Nelvana,Manga,PG _Children,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1
Short,Nelvana,Manga,G_All_Ages,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1
Short,Media_Blasters,Game,PG-13_Teens_13_or_older,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Short,Sony_Pictures_Entertainment,Manga,PG-13_Teens_13_or_older,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Short,Funimation,Visual_novel,R+_Mild_Nudity,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
Short,Hasbro,Manga,PG-13_Teens_13_or_older,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
Short,VIZ_Media,Manga,PG-13_Teens_13_or_older,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1
Short,Discotek_Media,Manga,R-17+,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
Short,Sentai_Filmworks,Original,PG-13_Teens_13_or_older,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Short,Sentai_Filmworks,Original,PG-13_Teens_13_or_older,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
Short,Funimation,Manga,R-17+,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1
Short,Funimation,Book,PG-13_Teens_13_or_older,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1
Short,Bandai_Entertainment,Manga,R-17+,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Short,Media_Blasters,Manga,PG-13_Teens_13_or_older,0,1,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0
Short,Media_Blasters,Manga,PG-13_Teens_13_or_older,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1
Medium,4Kids_Entertainment,Manga,PG-13_Teens_13_or_older,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1
Short,4Kids_Entertainment,Game,PG _Children,1,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,1
Medium,VIZ_Media,Game,PG-13_Teens_13_or_older,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1
Short,Enoki_Films,Manga,PG-13_Teens_13_or_older,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Short,Sentai_Filmworks,Manga,PG-13_Teens_13_or_older,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1
Short,Discotek_Media,Manga,PG-13_Teens_13_or_older,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,1
Short,ADV_Films,Game,R-17+,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
Short,Sentai_Filmworks,Visual_novel,PG-13_Teens_13_or_older,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1
Medium,ADV_Films,Manga,PG-13_Teens_13_or_older,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1
Short,Discotek_Media,Game,PG-13_Teens_13_or_older,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1
Short,Funimation,Manga,PG-13_Teens_13_or_older,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,1
Short,Geneon_Entertainment_USA,Original,PG-13_Teens_13_or_older,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Long,VIZ_Media,Manga,PG-13_Teens_13_or_older,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1
Short,Anime_Midstream,Manga,PG-13_Teens_13_or_older,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Short,Media_Blasters,Manga,PG-13_Teens_13_or_older,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
Short,Central_Park_Media,Novel,R-17+,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1
Long,VIZ_Media,Manga,G_All_Ages,0,0,1,1,0,0,1,0,1,1,0,0,0,0,0,0,1
Short,Bandai_Entertainment,Original,PG-13_Teens_13_or_older,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Short,Sentai_Filmworks,Original,PG-13_Teens_13_or_older,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
Short,ADV_Films,Manga,R-17+,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Short,Discotek_Media,Manga,R+_Mild_Nudity,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1
Short,Central_Park_Media,Light_novel,PG-13_Teens_13_or_older,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1
Short,ADV_Films,Light_novel,R-17+,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Short,Bandai_Entertainment,Other,PG-13_Teens_13_or_older,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1
Short,ADV_Films,Original,R-17+,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
Short,Discotek_Media,Manga,R-17+,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Short,Funimation,Original,PG-13_Teens_13_or_older,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Short,Geneon_Entertainment_USA,Original,PG-13_Teens_13_or_older,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0
Short,Media_Blasters,Light_novel,PG-13_Teens_13_or_older,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1
Short,Bandai_Entertainment,Original,PG-13_Teens_13_or_older,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Short,Central_Park_Media,Light_novel,R+_Mild_Nudity,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
Short,ADV_Films,Light_novel,R+_Mild_Nudity,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1
Short,ADV_Films,Light_novel,PG-13_Teens_13_or_older,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1
Short,Central_Park_Media,Original,PG-13_Teens_13_or_older,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1
Short,Central_Park_Media,Original,PG-13_Teens_13_or_older,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1
Short,VIZ_Media,Game,PG-13_Teens_13_or_older,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1
Short,VIZ_Media,Game,R-17+,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1
Short,ADV_Films,Light_novel,PG-13_Teens_13_or_older,1,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1
Short,Nozomi_Entertainment,Light_novel,PG-13_Teens_13_or_older,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1
Short,ADV_Films,Manga,PG-13_Teens_13_or_older,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1
Short,ADV_Films,Manga,PG-13_Teens_13_or_older,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1
Short,Manga_Entertainment,Original,R+_Mild_Nudity,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Short,Media_Blasters,Manga,PG-13_Teens_13_or_older,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
Short,Funimation,Light_novel,PG-13_Teens_13_or_older,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1
Medium,4Kids_Entertainment,Game,PG _Children,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1
Short,Discotek_Media,Manga,R+_Mild_Nudity,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1
Short,Funimation,Manga,R+_Mild_Nudity,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1
Short,ADV_Films,Game,R+_Mild_Nudity,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Short,Geneon_Entertainment_USA,Novel,R-17+,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Short,Discotek_Media,Manga,PG-13_Teens_13_or_older,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
Short,Discotek_Media,Manga,PG-13_Teens_13_or_older,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
Short,VIZ_Media,Novel,PG-13_Teens_13_or_older,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1
Short,Disney_Platform_Distribution,Novel,PG-13_Teens_13_or_older,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1
Short,ADV_Films,Original,R+_Mild_Nudity,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Short,Central_Park_Media,Manga,R+_Mild_Nudity,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
Short,Central_Park_Media,Manga,R-17+,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Short,Kadokawa_Pictures_USA,Visual_novel,PG-13_Teens_13_or_older,0,0,0,1,0,0,1,0,1,1,0,1,0,0,0,0,1
Short,Sentai_Filmworks,Light_novel,PG-13_Teens_13_or_older,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1
Short,Sentai_Filmworks,Light_novel,PG-13_Teens_13_or_older,1,0,1,0,0,0,1,0,1,1,0,1,0,0,0,0,1
Short,Bandai_Entertainment,Manga,G_All_Ages,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
Short,ADV_Films,Original,PG-13_Teens_13_or_older,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1
Short,Sentai_Filmworks,4-koma_manga,PG-13_Teens_13_or_older,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1
Short,ADV_Films,Game,G_All_Ages,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Short,Maiden_Japan,Manga,R-17+,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
Short,Discotek_Media,Manga,G_All_Ages,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1
Short,ADV_Films,Game,R-17+,1,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,1
Short,ADV_Films,Original,R-17+,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Short,VIZ_Media,Manga,R-17+,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,1
Short,Maiden_Japan,Original,R+_Mild_Nudity,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0
Short,Discotek_Media,Manga,R+_Mild_Nudity,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
Short,Funimation,4-koma_manga,PG-13_Teens_13_or_older,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
Short,Sentai_Filmworks,Visual_novel,R-17+,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1
Short,4Kids_Entertainment,Manga,PG-13_Teens_13_or_older,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1
Medium,Anime_Midstream,Original,G_All_Ages,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Short,Discotek_Media,Original,PG-13_Teens_13_or_older,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Short,Central_Park_Media,Manga,PG-13_Teens_13_or_older,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1
Short,Geneon_Entertainment_USA,Manga,R-17+,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1
Short,Nozomi_Entertainment,Original,PG-13_Teens_13_or_older,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Short,AnimEigo,Manga,PG-13_Teens_13_or_older,1,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,1
Short,Central_Park_Media,Manga,PG-13_Teens_13_or_older,1,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,1
Short,AnimEigo,Manga,PG-13_Teens_13_or_older,1,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,1
Short,AnimEigo,Manga,PG-13_Teens_13_or_older,1,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,1
Short,AnimEigo,Manga,PG-13_Teens_13_or_older,1,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,1
Short,AnimEigo,Manga,PG-13_Teens_13_or_older,1,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,1
Short,Media_Blasters,Original,R-17+,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Short,ADV_Films,Original,R+_Mild_Nudity,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1
Short,ADV_Films,Novel,PG-13_Teens_13_or_older,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1
Short,Central_Park_Media,Manga,R-17+,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0
Short,Bandai_Entertainment,Light_novel,PG-13_Teens_13_or_older,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Short,Central_Park_Media,Original,R+_Mild_Nudity,1,1,1,1,0,0,0,0,1,1,0,1,0,0,0,0,1
Short,ADV_Films,Novel,PG-13_Teens_13_or_older,0,1,1,0,0,1,1,0,0,0,0,0,1,0,0,0,1
Short,Manga_Entertainment,Manga,PG-13_Teens_13_or_older,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1
Short,Media_Blasters,Manga,R+_Mild_Nudity,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
Short,Enoki_Films,Manga,R-17+,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1
Short,Funimation,Game,PG-13_Teens_13_or_older,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Short,Bandai_Entertainment,Manga,PG-13_Teens_13_or_older,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1
Short,Manga_Entertainment,Manga,R+_Mild_Nudity,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0
Short,Nozomi_Entertainment,Original,PG-13_Teens_13_or_older,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
Short,Nozomi_Entertainment,Original,PG-13_Teens_13_or_older,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1
Short,Nozomi_Entertainment,Original,PG-13_Teens_13_or_older,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
Medium,Sentai_Filmworks,Manga,G_All_Ages,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
Short,Maiden_Japan,Original,PG-13_Teens_13_or_older,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1
Short,VIZ_Media,Manga,G_All_Ages,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1
Short,Funimation,Game,PG-13_Teens_13_or_older,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
Short,Central_Park_Media,Original,PG-13_Teens_13_or_older,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1
Short,ADV_Films,Original,PG-13_Teens_13_or_older,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Short,Funimation,Original,PG-13_Teens_13_or_older,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Short,AnimEigo,Manga,PG-13_Teens_13_or_older,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
Short,ADV_Films,Manga,PG-13_Teens_13_or_older,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1
Short,Sentai_Filmworks,Manga,PG-13_Teens_13_or_older,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
Short,Funimation,Original,R-17+,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
Medium,Bandai_Entertainment,Manga,PG-13_Teens_13_or_older,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1
Short,Funimation,Original,PG-13_Teens_13_or_older,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1
Short,Discotek_Media,Game,PG-13_Teens_13_or_older,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1
Short,Discotek_Media,Manga,PG-13_Teens_13_or_older,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1
Short,ADV_Films,Manga,R+_Mild_Nudity,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
Medium,Nozomi_Entertainment,Manga,PG-13_Teens_13_or_older,1,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,1
Short,Central_Park_Media,Manga,R+_Mild_Nudity,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
Short,ADV_Films,Manga,PG-13_Teens_13_or_older,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0
Short,ADV_Films,Original,PG-13_Teens_13_or_older,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
Short,Central_Park_Media,Original,R+_Mild_Nudity,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Short,Central_Park_Media,Original,R+_Mild_Nudity,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Short,Central_Park_Media,Original,R+_Mild_Nudity,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Short,Central_Park_Media,Original,R-17+,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Short,Central_Park_Media,Original,R+_Mild_Nudity,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Short,Central_Park_Media,Original,R+_Mild_Nudity,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Short,AnimEigo,Original,PG-13_Teens_13_or_older,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1
Short,Media_Blasters,Visual_novel,PG-13_Teens_13_or_older,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Short,ADV_Films,Light_novel,R+_Mild_Nudity,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0
Short,Discotek_Media,Original,PG-13_Teens_13_or_older,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1
Short,Discotek_Media,Original,PG-13_Teens_13_or_older,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1
Short,Manga_Entertainment,Original,PG-13_Teens_13_or_older,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1
Short,Media_Blasters,Manga,PG-13_Teens_13_or_older,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
Short,ADV_Films,Manga,R-17+,0,0,0,1,0,0,1,0,1,1,0,1,0,1,0,0,1
Short,Bandai_Entertainment,Manga,R+_Mild_Nudity,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
Short,Bandai_Entertainment,Manga,PG-13_Teens_13_or_older,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1
Short,Media_Blasters,Manga,PG-13_Teens_13_or_older,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1
Short,Funimation,Manga,PG-13_Teens_13_or_older,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1
Short,Sentai_Filmworks,Visual_novel,R-17+,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1
Short,Maiden_Japan,Original,PG-13_Teens_13_or_older,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Short,Funimation,Manga,PG-13_Teens_13_or_older,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1
Medium,VIZ_Media,Game,PG _Children,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1
Short,Bandai_Entertainment,Original,PG-13_Teens_13_or_older,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1
Short,ADV_Films,Manga,PG-13_Teens_13_or_older,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1
Short,Media_Blasters,Light_novel,R-17+,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1
Short,Discotek_Media,Light_novel,PG-13_Teens_13_or_older,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,1
Medium,VIZ_Media,Game,PG _Children,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,1
